ID,Name,"Name (Smith & Trzaskoma)","Name (transliteration)","Name (Latinized)","Name in Latin texts","Alternative names","Identifying information","Type of entity","Type of entity ID","Agent/Coll.: gender","Agent/Coll.: gender ID","Collective (geneal.): children of","Collective (geneal.): children of ID","Collective (geneal.): divine father","Collective (geneal.): divine father ID"
8190131,"Thrasymedes (suitor of Penelope)",Thrasymedes,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8190132,"Threpsippas (son of Heracles)",Threpsippas,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8190133,"Thriasos (suitor of Penelope)",Thriasos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8190134,"Thyestes (son of Pelops)",Thyestes,,,,,"son of Pelops",Agent,8160370,Male,9494774,,,,
8190135,"Thyone (Semele's divine name)",Thyone,,,,,"Semele's divine name",Agent,8160370,Female,9494773,,,,
8190136,"Thyreus (son of Oineus)",Thyreus,,,,,"son of Oineus",Agent,8160370,Male,9494774,,,,
8190137,"Tigasis (son of Heracles)",Tigasis,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8190138,"Timandra (daughter of Tyndareos)",Timandra,,,,,"daughter of Tyndareos",Agent,8160370,Female,9494773,,,,
8190139,"Tiphys (Argonaut, helmsman of the Argo)",Tiphys,,,,,"Argonaut, helmsman of the Argo",Agent,8160370,Male,9494774,,,,
8190140,"Tiphyse (daughter of Thespios)",Tiphyse,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8190141,"Tisamenos (son of Orestes)",Tisamenos,,,,,"son of Orestes",Agent,8160370,Male,9494774,,,,
8190142,"Tisiphone (daughter of Alcmaion)",Tisiphone,,,,,"daughter of Alcmaion",Agent,8160370,Female,9494773,,,,
8190143,"Titanas (son of Lycaon)",Titanas,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8190144,"the Titans()","the Titans",,,,,,"Collective (misc.)",8160371,,,,,,
8190145,"Tithonos (son of Laomedon, abducted by Eos)",Tithonos,,,,,"son of Laomedon, abducted by Eos",Agent,8160370,Male,9494774,,,,
8190146,"Tityos (son of Zeus)",Tityos,,,,,"son of Zeus",Agent,8160370,Male,9494774,,,,
8190147,"Tlepolemos (son of Heracles)",Tlepolemos,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8190148,"Tmolos (king of Lydia, husband of Omphale)",Tmolos,,,,,"king of Lydia, husband of Omphale",Agent,8160370,Male,9494774,,,,
8190149,"Toxeus (son of Oineus)",Toxeus,,,,,"son of Oineus",Agent,8160370,Male,9494774,,,,
8190150,"Toxicrate (daughter of Thespios)",Toxicrate,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8190151,"Tragasos (father of Philonome)",Tragasos,,,,,"father of Philonome",Agent,8160370,Male,9494774,,,,
8190152,"Trienos (father of Scylla)",Trienos,,,,,"father of Scylla",Agent,8160370,Male,9494774,,,,
8190153,"Triops (son of Poseidon)",Triops,,,,,"son of Poseidon",Agent,8160370,Male,9494774,,,,
8190154,"Triptolemos Triptolemus (son of Celeos and Metaneira)",Triptolemos,,Triptolemus,,,"son of Celeos and Metaneira",Agent,8160370,Male,9494774,,,,
8190155,"Triton (minor sea god)",Triton,,,,,"minor sea god",Agent,8160370,Male,9494774,,,,
8190156,"Triton (raises Athena, father of Pallas)",Triton,,,,,"raises Athena, father of Pallas",Agent,8160370,Male,9494774,,,,
8190157,"Troilos (son of Apollo and Hecabe)",Troilos,,,,,"son of Apollo and Hecabe",Agent,8160370,Male,9494774,,,,
8190158,"Troizenos (father of Euphemos)",Troizenos,,,,,"father of Euphemos",Agent,8160370,Male,9494774,,,,
8190160,"Tros (eponym of Troy)",Tros,,,,,"eponym of Troy",Agent,8160370,Male,9494774,,,,
8190161,"Tydeus (one of the Seven against Thebes)",Tydeus,,,,,"one of the Seven against Thebes",Agent,8160370,Male,9494774,,,,
8190162,"Tyndareos (king of Sparta)",Tyndareos,,,,,"king of Sparta",Agent,8160370,Male,9494774,,,,
8190164,"Tyrannos (son of Pterelaos)",Tyrannos,,,,,"son of Pterelaos",Agent,8160370,Male,9494774,,,,
8190165,"Tyria (mother of some sons of Aigyptos)",Tyria,,,,,"mother of some sons of Aigyptos",Agent,8160370,Female,9494773,,,,
8190166,"Tyro (daughter of Salmoneus)",Tyro,,,,,"daughter of Salmoneus",Agent,8160370,Female,9494773,,,,
8190169,"the Winds Anemoi (children of Eos and Astraios)","the Winds",Anemoi,,,,"children of Eos and Astraios","Collective (misc.)",8160371,,,,,,
8190170,"Xanthippe (daughter of Doros)",Xanthippe,,,,,"daughter of Doros",Agent,8160370,Female,9494773,,,,
8190171,"Xanthippos (son of Melas)",Xanthippos,,,,,"son of Melas",Agent,8160370,Male,9494774,,,,
8190172,"Xanthis (daughter of Thespios)",Xanthis,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8190173,"Xanthos (immortal horse)",Xanthos,,,,,"immortal horse",Agent,8160370,Male,9494774,,,,
8190174,"Xenodamos (son of Menelaos)",Xenodamos,,,,,"son of Menelaos",Agent,8160370,Male,9494774,,,,
8190175,"Xenodice (daughter of Minos)",Xenodice,,,,,"daughter of Minos",Agent,8160370,Female,9494773,,,,
8190176,"Xenodoce (daughter of Syleus)",Xenodoce,,,,,"daughter of Syleus",Agent,8160370,Female,9494773,,,,
8190177,"Xouthos Xuthus (son of Hellen)",Xouthos,,Xuthus,,,"son of Hellen",Agent,8160370,Male,9494774,,,,
8190178,"Zelos (personification of rivalry)",Zelos,,,,,"personification of rivalry",Agent,8160370,Male,9494774,,,,
8190179,"Zetes (Argonaut)",Zetes,,,,,Argonaut,Agent,8160370,Male,9494774,,,,
8190180,"Zethos (son of Zeus and Antiope)",Zethos,,,,,"son of Zeus and Antiope",Agent,8160370,Male,9494774,,,,
8190181,"Zeuxippe (wife of Pandion)",Zeuxippe,,,,,"wife of Pandion",Agent,8160370,Female,9494773,,,,
8190182,"Oidipous (son of Laios and Iocaste)",Oidipous,,,,,"son of Laios and Iocaste",Agent,8160370,Male,9494774,,,,
8190184,"Nephele (mother of Phrixos and Helle)",Nephele,,,,,"mother of Phrixos and Helle",Agent,8160370,Female,9494773,,,,
8190185,"Nephele (mother of Centauros)",Nephele,,,,,"mother of Centauros",Agent,8160370,Female,9494773,,,,
8190206,"the Minotaur (killed by Theseus)","the Minotaur",,,,,"killed by Theseus",Agent,8160370,Male,9494774,,,,
8190232,"the Amazons()","the Amazons",,,,,,"Collective (misc.)",8160371,,,,,,
8190234,"Antiope (an Amazon)",Antiope,,,,,"an Amazon",Agent,8160370,Female,9494773,,,,
8190239,"the Boeotian contingent at Troy()","the Boeotian contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190240,"the Locrian contingent at Troy()","the Locrian contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190241,"the Orchomenus contingent at Troy()","the Orchomenus contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190242,"the Phocian contingent at Troy()","the Phocian contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190243,"the Euboean contingent at Troy()","the Euboean contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190244,"the Athenian contingent at Troy()","the Athenian contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190245,"the Salamis contingent at Troy()","the Salamis contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190246,"the Argos contingent at Troy()","the Argos contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190247,"the Mycenae contingent at Troy()","the Mycenae contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190248,"the Lacedaemon contingent at Troy()","the Lacedaemon contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190249,"the Pylos contingent at Troy()","the Pylos contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190250,"the Arcadian contingent at Troy()","the Arcadian contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190251,"the Epeian contingent at Troy()","the Epeian contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190252,"the Dulichium contingent at Troy()","the Dulichium contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190253,"the Cephallenian contingent at Troy()","the Cephallenian contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190254,"the Aetolian contingent at Troy()","the Aetolian contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190255,"the Cretan contingent at Troy()","the Cretan contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190256,"the Rhodian contingent at Troy()","the Rhodian contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190257,"the Syme contingent at Troy()","the Syme contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190258,"the Cos contingent at Troy()","the Cos contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190259,"the Myrmidonian contingent at Troy()","the Myrmidonian contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190260,"the Phylace contingent at Troy()","the Phylace contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190261,"the Pherae contingent at Troy()","the Pherae contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190262,"the Methone contingent at Troy()","the Methone contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190263,"the Tricca contingent at Troy()","the Tricca contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190264,"the Ormenius contingent at Troy()","the Ormenius contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190265,"the Argissa contingent at Troy()","the Argissa contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190266,"the Cyphus contingent at Troy()","the Cyphus contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190267,"the Peneius contingent at Troy()","the Peneius contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190268,"the Paphlagonia contingent at Troy()","the Paphlagonia contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190269,"the Halizones contingent at Troy()","the Halizones contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190270,"the Mysia contingent at Troy()","the Mysia contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190271,"the Phrygia contingent at Troy()","the Phrygia contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190272,"the Maeonia contingent at Troy()","the Maeonia contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190273,"the Caria contingent at Troy()","the Caria contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190274,"the Lycia contingent at Troy()","the Lycia contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190275,"the Dardanian contingent at Troy()","the Dardanian contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190276,"the Zeleia contingent at Troy()","the Zeleia contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190277,"the Adrasteia contingent at Troy()","the Adrasteia contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190278,"the Percote contingent at Troy()","the Percote contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190279,"the Palasgi contingent at Troy()","the Palasgi contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190280,"the Thracian contingent at Troy()","the Thracian contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190281,"the Cicones contingent at Troy()","the Cicones contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190282,"the Paeonian contingent at Troy()","the Paeonian contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190288,"the Arimi()","the Arimi",,,,,,"Collective (misc.)",8160371,,,,,,
8190299,"the Golden Ram (sacrificed at Colchis; source of the Golden Fleece)","the Golden Ram",,,,,"sacrificed at Colchis; source of the Golden Fleece",Agent,8160370,Male,9494774,,,,
8190324,"the Sons of Aigyptos()","the Sons of Aigyptos",,,,,,"Collective (genealogical)",9650159,Male,9494774,"Aigyptos Aegyptus (eponym of Egypt, father of fifty sons)",8187804,,
8190325,"the Danaids (daughters of Danaos)","the Danaids",,,,,"daughters of Danaos","Collective (genealogical)",9650159,Female,9494773,"Danaos Danaus (father of the Danaids)",9587654,,
8190327,"the Daughters of Thespios()","the Daughters of Thespios",,,,,,"Collective (genealogical)",9650159,Female,9494773,"Thespios (king of Thespiai)",8190116,,
8190327,"the Daughters of Thespios()","the Daughters of Thespios",,,,,,"Collective (genealogical)",9650159,Female,9494773,"Megamede (daughter of Arneos)",8189770,,
8194301,"the Lapiths (mythical tribe that fought the Centaurs at the wedding of Peirithous)","the Lapiths",,,,,"mythical tribe that fought the Centaurs at the wedding of Peirithous","Collective (misc.)",8160371,,,,,,
8194340,"the Suitors of Hippodameia()","the Suitors of Hippodameia",,,,,,"Collective (Episodic)",9650160,,,,,,
8194528,"the Daughters of Cocolos()","the Daughters of Cocolos",,,,,,"Collective (genealogical)",9650159,Female,9494773,"Cocalos (king of Camicos)",8188061,,
8194543,"Pelopia (daughter of Thyestes)",Pelopia,,,,,"daughter of Thyestes",Agent,8160370,Female,9494773,,,,
8194558,"[son of Tantalos and Clytaimnestra]()","[son of Tantalos and Clytaimnestra]",,,,,,Agent,8160370,Male,9494774,,,,
8194729,"Helios Sol (God of the Sun)",Helios,,,Sol,,"God of the Sun",Agent,8160370,Male,9494774,,,,
8194735,"[son of Mygdalion]()","[son of Mygdalion]",,,,,,Agent,8160370,Male,9494774,,,,
8195165,"Acamas (Trojan ally, son of Eusoros)",Acamas,,,,,"Trojan ally, son of Eusoros",Agent,8160370,Male,9494774,,,,
8195171,"Adrastos (son of Merops)",Adrastos,,,,,"son of Merops",Agent,8160370,Male,9494774,,,,
8195204,"Elphenor (son of Chalcodon and Alcyone)",Elphenor,,,,,"son of Chalcodon and Alcyone",Agent,8160370,Male,9494774,,,,
8195638,"Chromios (son of Arsinoos, Trojan ally)",Chromios,,,,,"son of Arsinoos, Trojan ally",Agent,8160370,Male,9494774,,,,
8195642,"Talaimenes (father of Mesthles and Antiphos)",Talaimenes,,,,,"father of Mesthles and Antiphos",Agent,8160370,Male,9494774,,,,
8195647,"Adrastos (son of Talaos, one of Seven against Thebes)",Adrastos,,,,,"son of Talaos, one of Seven against Thebes",Agent,8160370,Male,9494774,,,,
8195648,"Adrastos (father of Hippodamia)",Adrastos,,,,,"father of Hippodamia",Agent,8160370,Male,9494774,,,,
8195649,"Adrastos (father of Eurydice)",Adrastos,,,,,"father of Eurydice",Agent,8160370,Male,9494774,,,,
8228933,"the Cyprian contingent at Troy()","the Cyprian contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8228937,"the Ethiopian contingent at Troy()","the Ethiopian contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8228942,"the second Mysia contingent at Troy()","the second Mysia contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8240623,"the Sons of Laocoon (sons of the Trojan prophet)","the Sons of Laocoon",,,,,"sons of the Trojan prophet","Collective (genealogical)",9650159,Male,9494774,"Laocoon (Trojan seer)",8188632,,
8240684,"Lindos (eponym of Lindos on Rhodes)",Lindos,,,,,"eponym of Lindos on Rhodes",Agent,8160370,Male,9494774,,,,
8240686,"the Telchines()","the Telchines",,,,,,"Collective (misc.)",8160371,,,,,,
8240699,"Canopos (helmsman of Menelaos)",Canopos,,,,,"helmsman of Menelaos",Agent,8160370,Male,9494774,,,,
8240701,"Meriones (son of Molos)",Meriones,,,,,"son of Molos",Agent,8160370,Male,9494774,,,,
8240705,"Aigialeus (son of Adrastos)",Aigialeus,,,,,"son of Adrastos",Agent,8160370,Male,9494774,,,,
8240709,"Paltes (father of Adrastos)",Paltes,,,,,"father of Adrastos",Agent,8160370,Male,9494774,,,,
8254104,"Glaucos (son of Antenor)",Glaucos,,,,,"son of Antenor",Agent,8160370,Male,9494774,,,,
8254127," Rhegnidas (Son of Phalces)",,Rhegnidas,,,,"Son of Phalces",Agent,8160370,Male,9494774,,,,
8254128," Phalces (Son of Temenos)",,Phalces,,,,"Son of Temenos",Agent,8160370,Male,9494774,,,,
8254129," Hippasos Hippasus (Father of Euphranor)",,Hippasos,Hippasus,,,"Father of Euphranor",Agent,8160370,Male,9494774,,,,
8254132," Euphranor (Son of Hippasos)",,Euphranor,,,,"Son of Hippasos",Agent,8160370,Male,9494774,,,,
8254133," Mnesarchos Mnesarchus (Son of Euphranor)",,Mnesarchos,Mnesarchus,,,"Son of Euphranor",Agent,8160370,Male,9494774,,,,
8254134," Ganymeda (Goddess of Phlisian Sactuary)",,Ganymeda,,,,"Goddess of Phlisian Sactuary",Agent,8160370,Female,9494773,,,,
8254135," Hebe (Goddess of Phlisian Sactuary, Cup-Bearer of the Gods)",,Hebe,,,,"Goddess of Phlisian Sactuary, Cup-Bearer of the Gods",Agent,8160370,Female,9494773,,,,
8254138," Olen (Mythical Poet)",,Olen,,,,"Mythical Poet",Agent,8160370,Male,9494774,,,,
8254142," Kyathos Cyathus (Cup-Bearer of Oeneus)",,Kyathos,Cyathus,,,"Cup-Bearer of Oeneus",Agent,8160370,Male,9494774,,,,
8254145," Dysaules (Brother of Keleos)",,Dysaules,,,,"Brother of Keleos",Agent,8160370,Male,9494774,,,,
8254146," Diokles Diocles (Priest of Demeter)",,Diokles,Diocles,,,"Priest of Demeter",Agent,8160370,Male,9494774,,,,
8254147," Aras (Autochthone)",,Aras,,,,Autochthone,Agent,8160370,Male,9494774,,,,
8254151," Skyllis (Constructed image of Athena at Kleonai)",,Skyllis,,,,"Constructed image of Athena at Kleonai",Agent,8160370,Male,9494774,,,,
8254152," Dipoinos Dipoenus (Constructed image of Athena at Kleonai)",,Dipoinos,Dipoenus,,,"Constructed image of Athena at Kleonai",Agent,8160370,Male,9494774,,,,
8254153," [Wife of Daidalos from Gortyn]()",,"[Wife of Daidalos from Gortyn]",,,,,Agent,8160370,Female,9494773,,,,
8358920,"Dione (Nereid)",Dione,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8358939,"Cleopatra (Danaid, daughter of Polyxo)",Cleopatra,,,,,"Danaid, daughter of Polyxo",Agent,8160370,Female,9494773,,,,
8359949,"Argos (the All-seeing)",Argos,,,,,"the All-seeing",Agent,8160370,Male,9494774,,,,
8360018,"the Pelasgians()","the Pelasgians",,,,,,"Collective (misc.)",8160371,,,,,,
8360048,"Panoptes ('all-seeing', alternative name for Argos)",Panoptes,,,,,"'all-seeing', alternative name for Argos",Agent,8160370,Male,9494774,,,,
8360050,"the Arcadian Bull (killed by Argos)","the Arcadian Bull",,,,,"killed by Argos",Agent,8160370,Male,9494774,,,,
8360058,"Tartaros (Personification of Tartaros)",Tartaros,,,,,"Personification of Tartaros",Agent,8160370,Male,9494774,,,,
8360065,"Asopos (Boeotian river god)",Asopos,,,,,"Boeotian river god",Agent,8160370,Male,9494774,,,,
8360085,"Argeiphontes ('Killer of Argos', epithet of Hermes)",Argeiphontes,,,,,"'Killer of Argos', epithet of Hermes",Agent,8160370,Male,9494774,,,,
8372339,"Couretes (generalized)",Couretes,,,,,generalized,"Collective (misc.)",8160371,,,,,,
9055640,"the Hellenes()","the Hellenes",,,,,,"Collective (misc.)",8160371,,,,,,
9055647,"the Ionians()","the Ionians",,,,,,"Collective (misc.)",8160371,,,,,,
9055649,"the Achaians()","the Achaians",,,,,,"Collective (misc.)",8160371,,,,,,
9055653,"the Dorians()","the Dorians",,,,,,"Collective (misc.)",8160371,,,,,,
9055657,"the Aiolians()","the Aiolians",,,,,,"Collective (misc.)",8160371,,,,,,
9063132,"Epopeus (son of Poseidon)",Epopeus,,,,,"son of Poseidon",Agent,8160370,Male,9494774,,,,
9356319,"Hypermnestra (daughter of Thestios and Eurythemis)",Hypermnestra,,,,,"daughter of Thestios and Eurythemis",Agent,8160370,Female,9494773,,,,
9356906,"the Hunters of the Calydonian Boar()","the Hunters of the Calydonian Boar",,,,,,"Collective (Episodic)",9650160,,,,,,
9356974,"Hyperlaos (son of Melas)",Hyperlaos,,,,,"son of Melas",Agent,8160370,Male,9494774,,,,
9356975,"Sthenelaos (son of Melas)",Sthenelaos,,,,,"son of Melas",Agent,8160370,Male,9494774,,,,
9356985,"the Seven against Thebes()","the Seven against Thebes",,,,,,"Collective (Episodic)",9650160,,,,,,
9356987,"the Defenders of Thebes against the Seven()","the Defenders of Thebes against the Seven",,,,,,"Collective (Episodic)",9650160,,,,,,
9358752,"the Nauprestides()","the Nauprestides",,,,,,"Collective (misc.)",8160371,,,,,,
9358838,"the Suitors of Penelope on Ithaca()","the Suitors of Penelope on Ithaca",,,,,,"Collective (Episodic)",9650160,,,,,,
9358839,"Schedios (suitor of Penelope)",Schedios,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
9364199,"Iros (beggar at Odysseus' palace)",Iros,,,,,"beggar at Odysseus' palace",Agent,8160370,Male,9494774,,,,
9364216,"Poliporthes (son of Odysseus)",Poliporthes,,,,,"son of Odysseus",Agent,8160370,Male,9494774,,,,
9364236,"[daughter of Thoas] (marries Odysseus)","[daughter of Thoas]",,,,,"marries Odysseus",Agent,8160370,Female,9494773,,,,
9367798,"Phrasios (son of Neleus)",Phrasios,,,,,"son of Neleus",Agent,8160370,Male,9494774,,,,
9369048,"the Epigonoi (Sack Thebes in the generation after the Seven)","the Epigonoi",,,,,"Sack Thebes in the generation after the Seven","Collective (Episodic)",9650160,,,,,,
9372772,"Serpent (Guardian of the Golden Fleece at Colchis)",Serpent,,,,,"Guardian of the Golden Fleece at Colchis",Agent,8160370,Undefined,9494775,,,,
9414339,"Spartoi at Colchis()","Spartoi at Colchis",,,,,,"Collective (misc.)",8160371,,,,,,
9587617,"Mermeros (son of Jason and Medeia)",Mermeros,,,,,"son of Jason and Medeia",Agent,8160370,Male,9494774,,,,
9587654,"Danaos Danaus (father of the Danaids)",Danaos,,Danaus,,,"father of the Danaids",Agent,8160370,Male,9494774,,,,
9592420,"Hypermnestra (Danaid)",Hypermnestra,,,,,Danaid,Agent,8160370,Female,9494773,,,,
